ID,Type of Maxim,Context,Statement,MCQ,OEQ,MCQ Answer,MCQ Details,OEQ Answer
35,quality,영희는 남편의 술주정을 매번 웃으면서 받아줬다. 영희의 친구 철수가 영희에게 다음과 같이 말했다.,“너는 보살이다.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 참을성이 많다. 
(2) 영희는 불교에 귀의한 보살이다. 
(3) 영희와 남편이 지내는 모습이 보기 좋다. 
(4) 영희의 체중이 많이 늘었다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 참을성이 많다
36,quality,헬스장을 1년간 열심히 다닌 철수에게 영희가 바디빌더 대회에 나가보라고 추천하자 철수가 다음과 같이 말했다.,“나는 대회장 근처에도 못 가.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수는 바디빌더 대회에 나갈 수준이 안 된다.  
(2) 철수는 바디빌더 대회장 근처에 갈 수 없다. 
(3) 철수는 최근 헬스장에서 출입 금지를 당했다. 
(4) 철수는 어렸을 때 체육 시간을 가장 좋아했다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",철수는 바디빌더 대회에 나갈 수준이 안된다
37,quality,철수가 바이올린을 연습하자 옆에서 듣던 영희가 말했다.,“우리집 강아지가 더 잘 한다.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수의 바이올린 연주가 형편없다. 
(2) 영희가 기르는 강아지는 철수보다 바이올린을 잘 켠다.
(3) 철수의 바이올린 연주는 강아지도 감동시킬 만큼 훌륭하다. 
(4) 철수는 고양이를 키우고 있다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",철수의 바이올린 연주는 형편없다
38,quality,철수가 영희에게 장동건과 친구라고 우쭐대자 영희가 다음과 같이 말했다.,“내 남편은 공유야.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 철수의 말을 믿지 않는다.  
(2) 영희의 남편은 유명 배우인 공유이다. 
(3) 영희는 장동건과 만나고 싶어 한다.  
(4) 영희는 쉽게 질투하지 않는 성격이다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 철수의 말을 믿지 않는다
39,quality,쓰레기가 많고 관리가 안 된 정원을 본 철수가 다음과 같이 말했다.,“정말 멋진 정원이네.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 정원이 지저분하고 형편 없다. 
(2) 철수가 멋진 정원에 감탄한다. 
(3) 조금만 치우면 멋진 정원이 될 수 있을 것이라고 확신한다.   
(4) 철수는 산책하는 것을 좋아한다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",정원이 형편없이 지저분하다
40,quality,남자고등학교의 쉬는 시간이다. 남학생들은 시끄럽게 떠들고 뛰어다닌다. 담임 선생님이 교실에 들어와서 다음과 같이 말했다.,“오늘도 평화로운 우리 반.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 언제나처럼 반 분위기가 시끄럽고 정신 없다. 
(2) 오늘도 우리 반은 평화로운 분위기이다. 
(3) 반에서 큰 사고가 일어나지 않아서 안심이 된다.  
(4) 요즘 들어 지각을 하는 학생들이 많다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",교실 안이 늘 야단법석이다
41,quality,영희는 어제 했던 실수에 대해 아주 자세히 설명하고 있다. 그 말을 들은 친구가 영희에게 다음과 같이 말했다.,“자랑이다.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희의 실수는 부끄러운 일이다. 
(2) 영희는 자랑을 하고 있다. 
(3) 누구나 실수는 할 수 있기 때문에 당당해져야 한다.   
(4) 영희는 재치 있고 언변이 화려하다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희의 실수는 부끄러운 일이다
42,quality,"철수가 컵라면, 과자, 음료수를 사온 것을 보고 영희가 말했다.","""편의점 차렸네.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수가 컵라면, 과자, 음료수를 많이 사 왔다.
(2) 철수가 편의점을 개업했다. 
(3) 철수가 편의점에 다시 가서 간식을 더 사 왔으면 한다. 
(4) 철수는 친구들에게 인기가 많다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context","철수는 컵라면, 과자, 음료수를 많이 사왔다."
43,quality,영희가 물건을 옮기는 것을 본 철수가 다음과 같이 말했다.,"""달팽이가 너보다 빠르다.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희가 너무 느리게 물건을 옮기고 있다. 
(2) 달팽이가 기어가는 속도가 영희가 물건을 옮기는 속도보다 빠르다. 
(3) 물건을 옮기는 영희를 격려한다. 
(4) 영희는 의젓하고 무던한 성격이다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 천천히 물건을 옮기고 있다.
44,quality,철수가 남성복 코너에서 옷을 입어보는데 옷이 전부 헐렁거리자 영희가 옆에서 다음과 같이 말했다.,"""너는 개미 방구에도 날아 가잖아.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수는 너무 말랐다. 
(2) 철수는 개미 방귀에 날아갔던 적이 있다.  
(3) 철수의 옷맵시가 좋다. 
(4) 철수는 알뜰하고 검소한 편이다.  ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",철수는 말랐다.
45,quality,박사생인 영희가 어제 공부한 이론에 대해 길게 이야기하자 철수가 다음과 같이 말했다.,"""네가 교수다.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 아는 것이 많지만 말이 너무 많다.    
(2) 영희는 교수로 임용되었다. 
(3) 영희는 대학원 공부에 소질이 없다. 
(4) 영희는 기숙사에 살고 있다. ",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희가 말을 너무 많이 했다. / 영희가 아는 것이 많다.
46,quality,체육대회를 하고 온 철수가 다음과 같이 말했다.,"""100m 달리기에서 비행기보다 더 빠른 사람을 봤어.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수는 달리기가 아주 빠른 사람을 봤다.
(2) 철수는 비행기보다 빠르게 달리는 사람을 봤다.
(3) 철수는 사람만큼 천천히 나는 것을 비행기를 봤다.
(4) 철수는 비행기에 관심이 많다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",철수는 달리기가 아주 빠른 사람을 봤다.
47,quality,철수가 일요일에 나와서 일하는 것을 본 영희가 다음과 같이 말했다.,"""쟤는 숨도 안 쉬어.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수는 바쁘게 부지런히 일한다.
(2) 철수는 일할 때 숨을 쉬지 않는다.
(3) 숨이 멎은 것 처럼 시간이 천천히 흐른다.
(4) 철수는 잠버릇이 나쁘다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",철수는 바쁘게 부지런히 일한다.
48,quality,영희는 아침으로 시리얼을 먹으며 친구에게 다음과 같이 말했다.,"""나는 이게 사료야.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 매일 아침 시리얼을 먹는다.
(2) 영희는 반려동물에게 시리얼을 사료로 준다.
(3) 영희는 시리얼이 사료만큼 맛이 없다.
(4) 영희는 규칙적으로 운동을 한다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 매일 아침 시리얼을 먹는다.
49,quality,오디션을 준비 중인 영희가 노래하는 것을 본 철수가 다음과 같이 말했다.,"""너는 이미 가수야.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 노래를 잘한다.
(2) 영희는 이미 가수로 활동 중이다.
(3) 영희는 오디션을 자주 본다.
(4) 영희는 글재주가 있다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 노래를 잘한다.
50,quality,영희는 도서관에서 철수를 만났다.철수는 영희에게 다음과 같이 말했다.,"""나 여기에 전세냈어.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수는 도서관에 자주 온다.
(2) 철수는 전세금을 지불하고 도서관을 이용한다.
(3) 철수는 도서관에 전세금만큼 많은 돈을 지불하고 다닌다.
(4) 철수는 패션 감각이 좋다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",철수는 도서관에 자주 온다.
51,quality,영희가 철수에게 어제 도서관에 가지 않았냐고 묻자 철수가 영희에게 다음과 같이 말했다.,"""너 귀신이다.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수는 어제 도서관에 갔다.
(2) 영희는 귀신으로 존재한다.
(3) 영희의 움직임이 빠르다.
(4) 영희는 남동생이 있다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",철수는 어제 도서관에 갔다.
52,quality,영희가 철수의 잘못을 지적하자 철수가 다음과 같이 말했다.,"""네가 판사다.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 지적하는 것이 못마땅하다.
(2) 영희의 직업은 판사이다.
(3) 철수의 잘못은 재판을 받을만한 일이다.
(4) 영희는 대학생이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희가 철수의 잘못을 잘 지적했다. / 지적하는 것이 못마땅하다.
53,quality,허겁지겁 뛰어온 친구에게 철수가 다음과 같이 말했다.,"""겨드랑이에 홍수 났어.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 친구의 겨드랑이에 땀이 많이 났다.
(2) 홍수가 나서 겨드랑이까지 물이 차올랐다.
(3) 땀이 친구에게 홍수와 같은 큰 영향을 줄 것으로 보인다.
(4) 철수는 친구와 여름 휴가를 계획 중이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",친구의 겨드랑이에 땀이 많이 났다.
54,quality,홀짝 젖어서 집에 온 영희가 다음과 같이 말했다.,"""지금 밖은 샤워실이야.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 밖에 비가 많이 온다.
(2) 밖에 야외 샤워실이 있다.
(3) 공중 목욕탕에 온 것 만큼 사람이 붐빈다.
(4) 내일 날씨는 맑을 예정이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",밖에 비가 많이 온다.
55,quality,철수가 조기축구 멤버로 영희를 추천하자 민수가 말했다.,"""영희는 발이 세모야.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 축구를 못 한다.
(2) 영희의 발모양은 세모이다.
(3) 영희는 발이 예리하여 공을 잘 다룬다.
(4) 영희는 키가 크다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 축구를 못 한다.
56,quality,영희가 일감을 많이 가져가는 것을 본 철수가 말했다.,"""쟤는 손이 열 개야.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 일을 잘 한다.
(2) 영희는 열개의 손을 가졌다.
(3) 영희는 일처리가 두서 없다.
(4) 영희는 손바닥이 크다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 일을 잘 한다.
57,quality,영희가 소주 두 병째 마시며 다음과 같이 말했다.,"""나는 간이 두 개야.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 술을 잘 마신다.
(2) 영희는 두 개의 간을 가지고 있다.
(3) 영희는 해독 능력이 현저히 떨어진다.
(4) 영희는 나이가 어리다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 술을 잘 마신다.
58,quality,철수가 축구 전반전과 후반전에 모두 뛰자 영희가 말했다.,"""철수는 심장이 두 개야.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수는 체력이 좋다.
(2) 철수는 두개의 심장을 가지고 있다.
(3) 철수는 다른 사람보다 심폐지구력이 떨어진다.
(4) 철수는 팔이 길다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",철수는 체력이 좋다.
59,quality,4살 짜리 어린이가 탱고 춤을 추자 옆에서 보던 어른이 다음과 같이 말했다.,"""쟤는 인생 2회차야.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 4살 짜리 어린이가 탱고 춤을 잘 춘다.
(2) 4살 짜리 어린이가 두 번째 삶을 살고 있다.
(3) 4살 짜리 어린이가 춤을 서투르게 춘다.
(4) 4살 짜리 어린이가 말재주가 좋다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",4살 짜리 어린이가 탱고 춤을 잘 춘다.
60,quality,야근을 하고 있는 영희에게 철수가 일을 더 가져다 주자 영희가 다음과 같이 말했다.,"""오늘 잠 다 잤다.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 밤을 새서 일을 할 것이다.
(2) 영희는 오늘 자야할 잠을 충분히 잤다.
(3) 영희는 빨리 일을 끝내고 잠을 자러 갈 것이다.
(4) 영희는 야식을 먹을 것이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 밤을 새서 일을 할 것이다.
61,relation,학생인 철수와 영희는 수학 선생님에 대해 험담을 하고 있다. 철수가 한창 말하는 도중 영희가 갑자기 딴청을 피우며 다음과 같이 말했다.,“오늘 점심 진짜 맛없었다.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 대화 주제를 전환하고 싶다.
(2) 오늘 점심 식사가 입맛에 맞지 않았다.
(3) 수학 선생님과 점심을 함께 먹었다.
(4) 맛있는 저녁 식사를 할 예정이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",대화 주제를 바꾸자는 의미
62,relation,영희는 철수에게 지금이 몇 시 인지 물었다. 철수가 다음과 같이 말했다.,“이제 공무원들 퇴근하겠다.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 지금 시간이 약 6시다.
(2) 공무원들이 퇴근을 기다리고 있다.
(3) 공무원들은 시간이 몇 시인지 잘 알고 있다.
(4) 공무원들은 관청 근처 식당으로 향할 것이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",시간이 6시라는 의미
63,relation,철수는 영희에게 타코야끼를 어디서 살 수 있는지 물어보았다. 영희가 철수에게 다음과 같이 말했다.,"""저기 휴게소 표지판이다""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 휴게소에 가면 타코야끼를 살 수 있다.
(2) 앞에 휴게소 표지판이 서 있다.
(3) 휴게소에서는 타코야끼를 팔지 않는다.
(4) 고속도로 1차선은 추월차선이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",휴게소에 가면 타코야끼를 살 수 있다는 의미
64,relation,철수와 영희는 카페에 들어갔다. 메뉴를 고르는 영희에게 철수는 다음과 같이 말했다.,“나 선물 받은 기프트카드 있어”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수는 커피를 영희 것까지 살 것이다.
(2) 철수는 기프트카드를 선물 받았다.
(3) 철수는 기프트카드로 자신의 커피만 구매할 것이다.
(4) 철수는 카페에서 알바를 한 적이 있다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",커피를 영희 것까지 사겠다는 의미
65,relation,영희는 철수에게 오늘 수학 교수님이 오셨는지 물었다. 철수는 다음과 같이 말했다.,“주차장에 파란색 차 있더라”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 수학 교수님이 오셨다.
(2) 주차장에 파란색 차가 주차되어 있다.
(3) 수학 교수님이 오지 않았다.
(4) 밖에 비가 오고 있다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",수학 교수님이 오셨다는 의미
66,relation,철수와 영희는 옷가게에서 옷을 둘러보고 있었다. 옷이 어떤지 물어보는 영희에게 철수는 다음과 같이 말했다.,“나 배고파”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수는 옷 쇼핑을 그만하고 싶다.
(2) 철수는 배가 고프다.
(3) 철수는 옷 쇼핑이 즐겁다.
(4) 철수는 노트북이 필요하다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",옷 쇼핑을 그만하자는 의미
67,relation,"철수가 영희에게 저녁에 영화를 같이 보러 갈 것을 제안했을때, 영희는 다음과 같이 말했다.",“나 내일 학회에서 발표해”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 저녁에 영화를 보러 가지 못한다.
(2) 영희는 내일 학회에서 발표를 할 계획이다.
(3) 내일 영화를 보러 갈 수 있다.
(4) 철수는 영희와의 여름 휴가를 계획 중이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",저녁에 영화를 보러 가지 못한다는 의미
68,relation,기말고사를 마치고 강의실을 함께 나온 철수는 영희에게 시험을 잘 보았는지 물었고 영희는 다음과 같이 말했다.,“오늘 혼자 소주 한 병 하려고”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 시험을 잘 보지 못한 것 같다.
(2) 술을 한 병 마시고 싶다.
(3) 시험을 잘 본 것 같다.
(4) 옷 쇼핑을 가고 싶다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",시험을 잘 보지 못한 것 같다는 의미
69,relation,철수는 영희에게 주말에 같이 놀러가자고 제안하였고 영희는 다음과 같이 말했다.,“알바 스케줄이 어떻게 될지 모르겠네”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 같이 놀러가지 않겠다.
(2) 아직 알바 스케줄이 정해지지 않았다.
(3) 같이 놀러갈 것이다.
(4) 핸드폰 배터리가 얼마 남지 않았다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",같이 놀러가지 않겠다는 의미
70,relation,회식에 참석한 철수에게 동료 사원이 술 한잔 마시라고 권했고 철수는 다음과 같이 말했다.,“차를 가지고 왔어요”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 술을 마시지 않겠다.
(2) 차가 주차장에 주차되어 있다.
(3) 술을 마실 생각이다.
(4) 이사를 계획 중이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",술을 마시지 않겠다는 의미
71,relation,철수는 영희에게 100만원만 빌려달라는 부탁을 했고 영희는 다음과 같이 말했다.,“너희 누나 벤츠 타시던데?”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 누나에게 돈을 빌려달라고 하라.
(2) 누나가 타는 차가 벤츠임을 알려준다.
(3) 누나에게 이미 빌려준 돈이 있다.
(4) 누나가 술을 잘 마신다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",누나에게 돈을 빌려달라고 하라는 의미
72,relation,카페에서 아르바이트를 하는 철수는 함께 일하는 영희에게 주말에 대신 출근해 줄 수 있는지 물었고 영희는 다음과 같이 말했다.,“어머니께서 병원에 입원해 계세요.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 대신 출근해 줄 수 없다.
(2) 어머니께서 병원에 환자로 수속되어 있다.
(3) 어머니께서 퇴원 후 대신 출근 해줄 수 있다.
(4) 어머니는 운전을 할 수 있다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",대신 출근해 줄 수 없다는 의미
73,relation,함께 일본 여행을 계획하는 철수와 영희는 비행기표를 예매하려 한다. 영희는 철수에게 비행기표를 대신 끊어줄 수 있는 지 물었고 철수는 다음과 같이 말했다.,“그럼 호텔은 네가 예약해줘.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 내가 비행기표를 예약하겠다.
(2) 영희가 호텔을 예약할 것이다.
(3) 영희는 호텔 예약에 능숙하다.
(4) 내년에는 유럽으로 여행을 가겠다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",내가 비행기표를 예약하겠다는 의미
74,relation,철수와 영희는 카페에서 주문한 커피를 기다리고 있다. 점원이 “주문하신 커피 두 잔 나왔습니다.” 라고 하자 철수는 영희에게 다음과 같이 말했다.,“야 커피 나왔대.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 커피를 갖고 와 달라.
(2) 주문한 커피가 나왔다.
(3) 철수보다 영희가 커피를 더 좋아한다.
(4) 철수는 카페 알바를 생각 중이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",커피를 갖고 와 달라는 의미
75,relation,철수는 새학기를 맞아 노트북을 보러 엄마와 함께 가전제품 매장에 들어갔다. 철수는 엄마에게 노트북 가격이 150만원이라고 말하자 엄마는 철수에게 다음과 같이 말했다.,“냉장고 값이네.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 노트북 가격이 너무 비싸다.
(2) 노트북 가격과 냉장고 가격이 비슷하다.
(3) 냉장고 가격이 노트북만큼 저렴하다.
(4) 냉장고 구매를 고려 중이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",노트북 가격이 너무 비싸다는 의미
76,relation,철수는 길을 가다 마음에 드는 여성을 발견해 핸드폰 번호를 알려줄 수 있냐고 물었고 그 여성은 철수에게 다음과 같이 말했다.,“제가 핸드폰이 없어요.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 핸드폰 번호를 주고 싶지 않다.
(2) 핸드폰을 소유하고 있지 않다.
(3) 핸드폰을 개통하고 번호를 알려줄 것이다.
(4) 현대 사회에서 핸드폰은 더 이상 중요하지 않다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",핸드폰 번호를 주고 싶지 않다는 의미
77,relation,추석에 가족 친지가 함께 모인 자리에서 큰아버지는 철수에게 취업 준비하던 건 어떻게 되었는 지 물었고 철수는 다음과 같이 말했다.,“토익 학원 다니는 중이에요”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 아직 취업을 하지 못했다.
(2) 토익 학원에 학생으로 등록되어 있다.
(3) 취업에 성공해서 토익 학원에 등록했다.
(4) 토익 학원 수강료가 생각보다 비싸다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",아직 취업을 하지 못했다는 의미
78,relation,곧 일본 여행을 떠나는 철수는 영희에게 자신이 키우는 고양이를 잠시 맡아줄 수 있냐고 물었고 영희는 다음과 같이 말했다.,“내가 고양이 알러지가 있어.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 고양이를 맡아줄 수 없다.
(2) 고양이 알러지가 있음을 진단 받았다.
(3) 이미 키우는 고양이가 있다.
(4) 고양이는 목욕을 좋아하지 않는다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",고양이를 맡아줄 수 없다는 의미
79,relation,여름 휴가를 계획하는 철수와 영희는 어디로 갈 지 고민 중이다. 철수는 영희에게 베트남은 어떠냐고 물었고 영희는 다음과 같이 말했다.,“사우나 갈 필요는 없겠네.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 베트남으로 휴가 가는 것을 부정적으로 본다.
(2) 베트남으로 휴가를 가면 사우나를 갈 필요가 없다.
(3) 사우나의 열기 만큼 베트남으로의 휴가를 긍정적으로 본다.
(4) 사우나에 가고 싶다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",베트남으로 휴가 가는 것을 부정적으로 본다는 의미
80,relation,철수는 길을 가다  표교 중인 기독교인들을 만났고 잠시 설문지를 작성해달라는 요청에 다음과 같이 말했다.,“저는 불교에요.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 설문지를 작성해 주지 않겠다.
(2) 불교의 교리를 믿는다.
(3) 기독교로 개종할 것을 고려 중이다.
(4) 한자 시험을 준비 중이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",설문지를 작성해 주지 않겠다는 의미
